x,rho,rho_exact
0.31625,5.99924,5.99924
0.31875,5.99924,5.99924
0.32125,5.99924,5.99924
0.32375,5.99924,5.99924
0.32625,5.99924,5.99924
0.32875,5.99924,5.99924
0.33125,5.99924,5.99924
0.33375,5.99924,5.99924
0.33625,5.99924,5.99924
0.33875,5.99924,5.99924
0.34125,5.99924,5.99924
0.34375,5.99924,5.99924
0.34625,5.99924,5.99924
0.34875,5.99924,5.99924
0.35125,5.99924,5.99924
0.35375,5.99924,5.99924
0.35625,5.99924,5.99924
0.35875,5.99924,5.99924
0.36125,5.99924,5.99924
0.36375,5.99924,5.99924
0.36625,5.99924,5.99924
0.36875,5.99924,5.99924
0.37125,5.99924,5.99924
0.37375,5.99924,5.99924
0.37625,5.99924,5.99924
0.37875,5.99924,5.99924
0.38125,5.99924,5.99924
0.38375,5.99924,5.99924
0.38625,5.99924,5.99924
0.38875,5.99924,5.99924
0.39125,5.99924,5.99924
0.39375,5.99924,5.99924
0.39625,5.99924,5.99924
0.39875,5.99924,5.99924
0.40125,5.99924,5.99924
0.40375,5.99924,5.99924
0.40625,5.99924,5.99924
0.40875,5.99924,5.99924
0.41125,5.99924,5.99924
0.41375,5.99924,5.99924
0.41625,5.99924,5.99924
0.41875,5.99924,5.99924
0.42125,5.99924,5.99924
0.42375,5.99924,5.99924
0.42625,5.99924,5.99924
0.42875,5.99924,5.99924
0.43125,5.99924,5.99924
0.43375,5.99924,5.99924
0.43625,5.99924,5.99924
0.43875,5.99924,5.99924
0.44125,5.99924,5.99924
0.44375,5.99924,5.99924
0.44625,5.99924,5.99924
0.44875,5.99924,5.99924
0.45125,5.99924,5.99924
0.45375,5.99924,5.99924
0.45625,5.99924,5.99924
0.45875,5.99924,5.99924
0.46125,5.99924,5.99924
0.46375,5.99924,5.99924
0.46625,5.99924,5.99924
0.46875,5.99924,5.99924
0.47125,5.99924,5.99924
0.47375,5.99924,5.99924
0.47625,5.99924,5.99924
0.47875,5.99924,5.99924
0.48125,5.99924,5.99924
0.48375,5.99924,5.99924
0.48625,5.99924,5.99924
0.48875,5.99924,5.99924
0.49125,5.99924,5.99924
0.49375,5.99924,5.99924
0.49625,5.99924,5.99924
0.49875,5.99924,5.99924
0.50125,5.99924,5.99924
0.50375,5.99924,5.99924
0.50625,5.99924,5.99924
0.50875,5.99924,5.99924
0.51125,5.99924,5.99924
0.51375,5.99925,5.99924
0.51625,5.99925,5.99924
0.51875,5.99925,5.99924
0.52125,5.99925,5.99924
0.52375,5.99925,5.99924
0.52625,5.99939,5.99924
0.52875,11.9307,14.2823
0.53125,14.3714,14.2823
0.53375,14.3984,14.2823
0.53625,14.378,14.2823
0.53875,14.3557,14.2823
0.54125,14.3368,14.2823
0.54375,14.3088,14.2823
0.54625,14.2693,14.2823
0.54875,14.245,14.2823
0.55125,14.2426,14.2823
0.55375,14.2596,14.2823
0.55625,14.3066,14.2823
0.55875,14.3544,14.2823
0.56125,14.3644,14.2823
0.56375,14.3599,14.2823
0.56625,14.3222,14.2823
0.56875,14.2553,14.2823
0.57125,14.2007,14.2823
0.57375,14.1923,14.2823
0.57625,14.195,14.2823
0.57875,14.2256,14.2823
0.58125,14.2835,14.2823
0.58375,14.3298,14.2823
0.58625,14.336,14.2823
0.58875,14.3327,14.2823
0.59125,14.3032,14.2823
0.59375,14.2535,14.2823
0.59625,14.2107,14.2823
0.59875,14.2001,14.2823
0.60125,14.2031,14.2823
0.60375,14.2346,14.2823
0.60625,14.2973,14.2823
0.60875,14.3562,14.2823
0.61125,14.3869,14.2823
0.61375,14.3842,14.2823
0.61625,14.363,14.2823
0.61875,14.3112,14.2823
0.62125,14.2586,14.2823
0.62375,14.2321,14.2823
0.62625,14.2251,14.2823
0.62875,14.2353,14.2823
0.63125,14.2665,14.2823
0.63375,14.3017,14.2823
0.63625,14.3111,14.2823
0.63875,14.3102,14.2823
0.64125,14.3011,14.2823
0.64375,14.2759,14.2823
0.64625,14.2457,14.2823
0.64875,14.2291,14.2823
0.65125,14.2285,14.2823
0.65375,14.2357,14.2823
0.65625,14.2555,14.2823
0.65875,14.2805,14.2823
0.66125,14.2993,14.2823
0.66375,14.3024,14.2823
0.66625,14.2965,14.2823
0.66875,14.2859,14.2823
0.67125,14.2797,14.2823
0.67375,14.2822,14.2823
0.67625,14.2926,14.2823
0.67875,14.307,14.2823
0.68125,14.322,14.2823
0.68375,14.3315,14.2823
0.68625,14.3358,14.2823
0.68875,14.3276,14.2823
0.69125,14.3093,14.2823
0.69375,14.2852,14.2823
0.69625,14.2616,14.2823
0.69875,14.2491,14.2823
0.70125,14.249,14.2823
0.70375,14.2523,14.2823
0.70625,14.2651,14.2823
0.70875,14.2801,14.2823
0.71125,14.288,14.2823
0.71375,14.2868,14.2823
0.71625,14.2826,14.2823
0.71875,14.2702,14.2823
0.72125,14.2559,14.2823
0.72375,14.248,14.2823
0.72625,14.2462,14.2823
0.72875,14.2491,14.2823
0.73125,14.2623,14.2823
0.73375,14.2845,14.2823
0.73625,14.3063,14.2823
0.73875,14.3222,14.2823
0.74125,14.331,14.2823
0.74375,14.3244,14.2823
0.74625,14.3121,14.2823
0.74875,14.2988,14.2823
0.75125,14.2909,14.2823
0.75375,14.2885,14.2823
0.75625,14.2842,14.2823
0.75875,14.2817,14.2823
0.76125,14.2847,14.2823
0.76375,14.2849,14.2823
0.76625,14.2827,14.2823
0.76875,14.278,14.2823
0.77125,14.2691,14.2823
0.77375,14.2561,14.2823
0.77625,14.2434,14.2823
0.77875,14.2342,14.2823
0.78125,14.2342,14.2823
0.78375,14.2378,14.2823
0.78625,14.2518,14.2823
0.78875,14.3063,14.2823
0.79125,14.4846,14.2823
0.79375,14.8834,14.2823
0.79625,15.6108,14.2823
0.79875,16.7791,14.2823
0.80125,18.4631,14.2823
0.80375,20.6561,14.2823
0.80625,23.2464,31.0426
0.80875,26.0101,31.0426
0.81125,28.6148,31.0426
0.81375,30.6521,31.0426
0.81625,31.2052,31.0426
0.81875,31.2551,31.0426
0.82125,31.2423,31.0426
0.82375,31.2151,31.0426
0.82625,31.1732,31.0426
0.82875,31.1137,31.0426
0.83125,31.0237,31.0426
0.83375,30.971,31.0426
0.83625,30.9613,31.0426
0.83875,30.9793,31.0426
0.84125,30.9825,31.0426
0.84375,31.016,31.0426
0.84625,31.0675,31.0426
0.84875,31.1035,31.0426
0.85125,31.0938,31.0426
0.85375,31.0977,31.0426
0.85625,31.104,31.0426
0.85875,31.1047,31.0426
0.86125,31.0744,31.0426
0.86375,31.0404,31.0426
0.86625,31.0192,31.0426
0.86875,31.0085,31.0426
0.87125,30.9873,31.0426
0.87375,30.9932,31.0426
0.87625,30.996,31.0426
0.87875,31.0171,31.0426
0.88125,31.0242,31.0426
0.88375,31.0155,31.0426
0.88625,31.0086,31.0426
0.88875,31.0183,31.0426
0.89125,31.0406,31.0426
0.89375,31.052,31.0426
0.89625,31.0578,31.0426
0.89875,31.0711,31.0426
0.90125,31.0857,31.0426
0.90375,31.1222,31.0426
0.90625,31.1157,31.0426
0.90875,31.0922,31.0426
0.91125,31.061,31.0426
0.91375,31.0322,31.0426
0.91625,31.0051,31.0426
0.91875,30.9593,31.0426
0.92125,30.9469,31.0426
0.92375,30.9092,31.0426
0.92625,30.5102,31.0426
0.92875,24.2368,31.0426
0.93125,8.35956,5.99242
0.93375,5.99242,5.99242
0.93625,5.99242,5.99242
0.93875,5.99242,5.99242
0.94125,5.99242,5.99242
0.94375,5.99242,5.99242
0.94625,5.99242,5.99242
0.94875,5.99242,5.99242
0.95125,5.99242,5.99242
0.95375,5.99242,5.99242
0.95625,5.99242,5.99242
0.95875,5.99242,5.99242
0.96125,5.99242,5.99242
0.96375,5.99242,5.99242
0.96625,5.99242,5.99242
0.96875,5.99242,5.99242
0.97125,5.99242,5.99242
0.97375,5.99242,5.99242
0.97625,5.99242,5.99242
0.97875,5.99242,5.99242
0.98125,5.99242,5.99242
0.98375,5.99242,5.99242
0.98625,5.99242,5.99242
0.98875,5.99242,5.99242
0.99125,5.99242,5.99242
0.99375,5.99242,5.99242
0.99625,5.99242,5.99242
0.99875,5.99242,5.99242
